model,layer,head,label,rel_depth,locality_score,match_entropy,delta_collapse,mean_distance,bos_mass,local_mass,long_range_mass,mean_max_attn,mean_entropy_ss,vq_ratio_atlas,mean_output_norm,wq_norm,wk_norm,wv_norm,wo_norm,vq_ratio_weight,ov_norm,ov_eff_rank,ov_sv1,ov_sv2,ov_sv3,qk_eff_rank,qk_sv1,qk_sv2,qk_sv3,head_dim,is_gqa,gqa_group_size,gqa_within_group_rank
Llama-3.2-1B,8,8,local,0.5,,1.43159,-0.27648,61.0703,0.3916,0.1077,0.433,0.3949,2.4024,0.5877,0.3516,8.119100570678711,10.628535270690918,4.771203994750977,5.908710479736328,0.5876517913795891,3.483159303665161,61.22314453125,0.6894216,0.6736816,0.65092987,27.33237648010254,5.7399,1.387497,0.9038396,64,1,4,0
Llama-3.2-1B,8,9,local,0.5,,1.87495,-0.2768,59.3066,0.4288,0.2313,0.4123,0.4337,2.0703,0.6746,0.3516,7.072566986083984,10.628535270690918,4.771203994750977,4.598461627960205,0.6746071128259576,2.6846747398376465,61.434783935546875,0.62977445,0.5492187,0.53840834,36.62766647338867,6.2042375,0.84569097,0.79385275,64,1,4,1
Llama-3.2-1B,8,10,local,0.5,,1.83691,-0.09828,68.3648,0.3455,0.0318,0.5683,0.3496,2.5345,0.6327,0.3516,7.540979385375977,10.628535270690918,4.771203994750977,4.561563491821289,0.6327034925997828,2.744391441345215,59.30302047729492,0.6803886,0.5958153,0.56707346,20.655128479003906,6.551024,1.0059954,0.78043485,64,1,4,2
Llama-3.2-1B,8,11,local,0.5,,1.63615,-0.16161,103.7106,0.8035,0.0502,0.7309,0.8085,0.828,0.5935,0.3516,8.039044380187988,10.628535270690918,4.771203994750977,4.823044300079346,0.5935038754741656,2.7908895015716553,62.300533294677734,0.52888715,0.504692,0.49617973,34.96609878540039,6.3587217,1.2847596,1.0441074,64,1,4,3
Llama-3.2-1B,8,12,induction,0.5,,2.07171,-0.50853,71.9584,0.3478,0.0287,0.6129,0.3783,2.334,0.41,0.3516,11.107211112976074,15.179174423217773,4.5536956787109375,4.3123579025268555,0.40997651277111696,2.4338083267211914,63.3072395324707,0.38283494,0.37719575,0.37323248,42.54230499267578,3.9265294,1.8762736,1.5994343,64,1,4,0
Llama-3.2-1B,8,13,induction,0.5,,2.2855,-0.85167,66.5512,0.239,0.0557,0.5818,0.3275,2.7949,0.4104,0.3516,11.094807624816895,15.179174423217773,4.5536956787109375,4.818601608276367,0.41043484778634726,2.718550205230713,63.42704772949219,0.42829028,0.41377175,0.4103948,42.31023406982422,3.610642,2.325628,1.7468969,64,1,4,1
Llama-3.2-1B,8,14,induction,0.5,,2.24824,-0.59571,72.1158,0.3607,0.039,0.585,0.3753,2.7646,0.6176,0.3516,7.37280797958374,15.179174423217773,4.5536956787109375,6.954080581665039,0.6176338365681152,3.923161745071411,63.30470657348633,0.5946277,0.59308016,0.5823208,45.1392822265625,3.525104,2.5816405,1.4793586,64,1,4,2
Llama-3.2-1B,8,15,local,0.5,,2.11858,-0.48565,81.058,0.4338,0.0305,0.6586,0.4519,2.2294,0.4798,0.3516,9.490044593811035,15.179174423217773,4.5536956787109375,4.605350494384766,0.4798392287513765,2.6099400520324707,62.97067642211914,0.4407027,0.423324,0.4160391,41.82265853881836,3.289836,1.4677814,1.3801304,64,1,4,3
Llama-3.2-1B,8,16,local,0.5,,1.28468,-0.31386,69.6406,0.5211,0.012,0.5455,0.5388,1.4315,0.5002,0.3516,7.691020488739014,13.633803367614746,3.847266435623169,4.586929798126221,0.5002283430730334,2.1675314903259277,61.8040657043457,0.79780924,0.35457927,0.32006428,44.202030181884766,4.645245,1.9266856,1.6375134,64,1,4,0
Llama-3.2-1B,8,17,induction,0.5,,0.97475,-0.6731,98.0716,0.6536,0.0044,0.7745,0.6564,1.6048,0.4177,0.3516,9.209982872009277,13.633803367614746,3.847266435623169,5.170225620269775,0.4177278599849795,2.4437472820281982,62.29336929321289,0.4757795,0.4597905,0.4437984,37.44966506958008,3.564196,2.6116514,2.5691485,64,1,4,1
Llama-3.2-1B,8,18,induction,0.5,,1.18031,-0.94134,94.4408,0.6284,0.0022,0.7774,0.6317,1.4333,0.535,0.3516,7.1909613609313965,13.633803367614746,3.847266435623169,5.6584672927856445,0.5350141994260866,2.6878716945648193,62.284400939941406,0.5704602,0.49331665,0.4811131,29.9477596282959,3.399188,2.2742624,2.106686,64,1,4,2
Llama-3.2-1B,8,19,induction,0.5,,0.93988,-0.6171,97.0264,0.6515,0.0013,0.8016,0.6593,1.1681,0.3423,0.3516,11.238059997558594,13.633803367614746,3.847266435623169,4.0293707847595215,0.34234257838618265,1.9065721035003662,62.5713005065918,0.3782264,0.32825327,0.31890565,28.240989685058594,6.150876,6.063906,5.961986,64,1,4,3
Llama-3.2-1B,8,20,induction,0.5,,1.87011,-1.12343,102.1418,0.6597,0.0067,0.8074,0.6625,1.7092,0.369,0.3516,10.125085830688477,15.060139656066895,3.7360267639160156,4.755143642425537,0.3689871697276869,2.1680562496185303,62.13235092163086,0.40724164,0.40373054,0.39577663,39.61398696899414,3.40765,1.9310619,1.8660109,64,1,4,0
Llama-3.2-1B,8,21,induction,0.5,,1.88794,-0.96444,93.454,0.5614,0.0088,0.7707,0.5628,2.1262,0.501,0.3516,7.456948280334473,15.060139656066895,3.7360267639160156,5.260585784912109,0.5010128303783729,2.406248092651367,62.537322998046875,0.428638,0.4216356,0.40806887,39.933372497558594,2.7034347,1.0826218,1.0218145,64,1,4,1
Llama-3.2-1B,8,22,induction,0.5,,2.07466,-0.52492,61.7072,0.3389,0.0759,0.4883,0.3427,2.6989,0.5137,0.3516,7.273353576660156,15.060139656066895,3.7360267639160156,5.076446533203125,0.5136594453353998,2.2902913093566895,62.61457824707031,0.40509966,0.39401352,0.3799876,36.15211868286133,3.8211334,0.79344547,0.74014693,64,1,4,2
Llama-3.2-1B,8,23,local,0.5,,1.7151,-0.35376,72.9253,0.3991,0.0563,0.5813,0.41,2.6675,0.3674,0.3516,10.169085502624512,15.060139656066895,3.7360267639160156,4.169530391693115,0.3673906334007544,1.9320203065872192,61.62185287475586,0.3983299,0.37085965,0.35840675,38.64398956298828,3.4808414,1.2664686,0.907493,64,1,4,3
Llama-3.2-1B,8,24,induction,0.5,,2.13948,-0.64829,84.3449,0.5003,0.0346,0.6845,0.5003,2.5395,0.4196,0.3516,11.250086784362793,12.497706413269043,4.721057891845703,6.651791095733643,0.4196463531647934,4.367577075958252,53.650638580322266,0.9439196,0.9175766,0.88140124,35.85741424560547,4.686224,2.0304153,1.5086963,64,1,4,0
Llama-3.2-1B,8,25,local,0.5,,1.29167,-0.08605,88.8685,0.5164,0.0238,0.709,0.5226,2.1885,0.3868,0.3516,12.204928398132324,12.497706413269043,4.721057891845703,4.5850372314453125,0.3868156975478662,2.930577039718628,53.58746337890625,0.6212977,0.60735476,0.58222586,31.288782119750977,4.9962816,2.5388877,1.8521129,64,1,4,1
Llama-3.2-1B,8,26,local,0.5,,1.14092,-0.05683,74.9677,0.5779,0.3372,0.5364,0.6152,0.9731,0.7372,0.3516,6.403977870941162,12.497706413269043,4.721057891845703,3.694436550140381,0.7372070901848907,1.6570075750350952,54.9615478515625,0.41045928,0.38005415,0.3628776,13.826069831848145,8.103636,0.9124126,0.70879847,64,1,4,2
Llama-3.2-1B,8,27,induction,0.5,,2.00529,-0.58715,82.367,0.4853,0.0331,0.6502,0.4853,2.6041,0.443,0.3516,10.655962944030762,12.497706413269043,4.721057891845703,7.186413764953613,0.44304376025349207,4.71232795715332,53.81003952026367,1.0085044,0.9795465,0.9691687,36.46131896972656,4.264242,1.4201587,1.1952529,64,1,4,3
Llama-3.2-1B,8,28,induction,0.5,,1.73224,-0.56109,84.5892,0.5208,0.0301,0.6453,0.5214,2.3096,0.6125,0.3516,7.048978805541992,14.64375114440918,4.317803382873535,6.087348461151123,0.6125431075886075,3.3497941493988037,60.29754638671875,0.626251,0.6181381,0.59126616,47.98439025878906,3.3804646,1.5477803,1.0930507,64,1,4,0
Llama-3.2-1B,8,29,induction,0.5,,2.25999,-0.54025,60.8118,0.2721,0.0671,0.4961,0.3229,2.5691,0.4432,0.3516,9.742151260375977,14.64375114440918,4.317803382873535,4.21317195892334,0.44320841131206745,2.2207894325256348,62.32551574707031,0.39576444,0.36719117,0.3629982,40.823333740234375,4.331113,1.2880358,1.1748341,64,1,4,1
Llama-3.2-1B,8,30,induction,0.5,,1.8531,-0.83898,95.8501,0.5991,0.019,0.7531,0.5994,2.1351,0.529,0.3516,8.162672996520996,14.64375114440918,4.317803382873535,5.199561595916748,0.5289692953170233,2.7013614177703857,62.21791076660156,0.5995477,0.5324615,0.5085655,36.43303298950195,2.5398011,1.0516965,0.96869004,64,1,4,2
Llama-3.2-1B,8,31,induction,0.5,,1.89904,-0.91665,89.5247,0.5024,0.021,0.7307,0.5058,2.4275,0.4024,0.3516,10.73021411895752,14.64375114440918,4.317803382873535,4.9527974128723145,0.4023967588162745,2.6393752098083496,62.21891784667969,0.4674667,0.45712873,0.4510596,40.09419250488281,3.26679,1.6042047,1.514355,64,1,4,3
Llama-3.2-1B,9,0,induction,0.5625,,2.13808,-0.523,81.6059,0.3919,0.0383,0.6633,0.4077,2.4893,0.5078,0.356,10.842214584350586,13.128782272338867,5.505588531494141,5.190558910369873,0.5077918804005482,3.5673515796661377,63.386898040771484,0.5584931,0.551319,0.5427826,35.43307113647461,5.1285357,1.759728,1.6618909,64,1,4,0
Llama-3.2-1B,9,1,local,0.5625,,2.05816,-0.44,68.0175,0.4027,0.0348,0.5157,0.4154,2.2612,0.7647,0.356,7.1997270584106445,13.128782272338867,5.505588531494141,7.271880626678467,0.7646940622647362,4.999722957611084,63.577877044677734,0.74019974,0.73613054,0.7278807,38.28191375732422,4.888245,2.8783977,1.2974225,64,1,4,1
Llama-3.2-1B,9,2,local,0.5625,,1.84048,-0.44171,79.9037,0.4322,0.028,0.6521,0.454,2.1011,0.4842,0.356,11.37149429321289,13.128782272338867,5.505588531494141,5.208896636962891,0.48415699727164996,3.5783393383026123,63.27524948120117,0.60538375,0.56107455,0.5548298,34.52336883544922,5.0352254,1.4462191,1.2489132,64,1,4,2
Llama-3.2-1B,9,3,local,0.5625,,2.14688,-0.38708,93.6355,0.605,0.0412,0.689,0.6061,1.8917,0.5065,0.356,10.868770599365234,13.128782272338867,5.505588531494141,5.6342244148254395,0.5065511762494256,3.8610165119171143,63.347862243652344,0.61438656,0.60163844,0.5920084,35.61098861694336,5.3003845,1.3273107,1.1839126,64,1,4,3
Llama-3.2-1B,9,4,induction,0.5625,0.35128455329686403,2.22276,-0.58662,58.1475,0.2983,0.0545,0.4773,0.323,2.4855,0.4911,0.356,10.435998916625977,13.887815475463867,5.125479221343994,5.08082914352417,0.49113451067706726,3.2549314498901367,62.238529205322266,0.60975707,0.56548446,0.55158705,34.4534912109375,6.4333563,1.7081174,1.4220192,64,1,4,0
Llama-3.2-1B,9,5,induction,0.5625,,2.01414,-0.52532,79.6671,0.5103,0.0582,0.6036,0.5176,2.0425,0.5225,0.356,9.809037208557129,13.887815475463867,5.125479221343994,4.464743614196777,0.5225262288608863,2.8643898963928223,62.003662109375,0.5385097,0.5110637,0.49740764,33.08330154418945,6.3996754,1.7598236,1.384442,64,1,4,1
Llama-3.2-1B,9,6,induction,0.5625,,2.19333,-0.52382,52.1285,0.265,0.0503,0.4125,0.3119,2.569,0.6765,0.356,7.576277256011963,13.887815475463867,5.125479221343994,6.818314552307129,0.6765168496541125,4.384033679962158,62.25524139404297,0.78071004,0.76423407,0.7541741,35.094242095947266,5.9457326,1.6722502,1.062454,64,1,4,2
Llama-3.2-1B,9,7,local,0.5625,,1.67362,-0.17522,88.0308,0.6249,0.0453,0.6438,0.634,1.4504,0.5634,0.356,9.096841812133789,13.887815475463867,5.125479221343994,5.063925266265869,0.5634350170305071,3.2232885360717773,62.94198226928711,0.56831175,0.5415225,0.5316065,31.513179779052734,6.562094,1.5596809,1.1919782,64,1,4,3
Llama-3.2-1B,9,8,local,0.5625,,0.52596,-0.30034,117.0105,0.8426,0.001,0.8549,0.8426,0.8121,0.3069,0.356,15.823732376098633,12.474119186401367,4.856144428253174,5.763664722442627,0.3068899494020738,3.4372718334198,62.447845458984375,0.6366896,0.62088543,0.60370314,31.89658546447754,4.3216734,3.100324,2.8525052,64,1,4,0
Llama-3.2-1B,9,9,local,0.5625,,0.94538,0.0696,89.1209,0.5017,0.0245,0.7105,0.5017,2.7506,0.5045,0.356,9.6256742477417,12.474119186401367,4.856144428253174,7.150491714477539,0.504499145022696,4.554368495941162,58.47312545776367,1.0845089,1.0153178,0.98879623,28.528444290161133,4.8304806,2.3801386,2.0569444,64,1,4,1
Llama-3.2-1B,9,10,local,0.5625,,0.5604,0.16825,119.3338,0.8625,0.0022,0.8505,0.8625,0.7888,0.2873,0.356,16.899717330932617,12.474119186401367,4.856144428253174,4.081645965576172,0.28735063037796377,2.4042890071868896,61.403507232666016,0.523457,0.4774539,0.45329797,33.04032516479492,3.9451241,3.498618,3.0835693,64,1,4,2
Llama-3.2-1B,9,11,local,0.5625,,1.67521,-0.37716,109.0441,0.8157,0.0456,0.7532,0.8171,0.9166,0.4297,0.356,11.30119514465332,12.474119186401367,4.856144428253174,4.783441066741943,0.4297018471139508,2.751688241958618,61.15732192993164,0.55051255,0.53069663,0.50465924,33.0621223449707,5.7916093,1.8090353,1.4651728,64,1,4,3
Llama-3.2-1B,9,12,local,0.5625,,0.73124,0.09185,26.945,0.2113,0.0051,0.2112,0.7313,0.8502,0.4988,0.356,7.3794779777526855,12.873675346374512,3.6809322834014893,5.518682479858398,0.49880659505971797,2.5502231121063232,61.526485443115234,1.1029456,0.36882296,0.35650575,34.318172454833984,5.4909205,2.5018487,1.2984668,64,1,4,0
Llama-3.2-1B,9,13,local,0.5625,,2.19607,-0.33315,64.2732,0.2851,0.0305,0.5489,0.3513,2.367,0.3036,0.356,12.12282943725586,12.873675346374512,3.6809322834014893,4.108736991882324,0.30363639960890243,1.8554872274398804,62.14645004272461,0.36448908,0.33583546,0.31711206,35.70289611816406,5.2655945,2.4940624,2.2992475,64,1,4,1
Llama-3.2-1B,9,14,local,0.5625,,2.11372,-0.44914,49.922,0.1789,0.083,0.4188,0.2619,2.8496,0.3411,0.356,10.790236473083496,12.873675346374512,3.6809322834014893,4.726959228515625,0.3411354600599646,2.1252639293670654,62.35247802734375,0.3691376,0.36387554,0.35284236,32.45853042602539,6.4545503,1.7812512,1.6504246,64,1,4,2
Llama-3.2-1B,9,15,induction,0.5625,,2.07254,-0.7521,56.688,0.2258,0.0998,0.4798,0.2497,3.163,0.3313,0.356,11.110197067260742,12.873675346374512,3.6809322834014893,4.6129631996154785,0.33131116046969494,2.0687925815582275,62.573150634765625,0.34268335,0.3331853,0.33001113,35.42841720581055,5.2125587,1.5608202,1.316896,64,1,4,3
Llama-3.2-1B,9,16,induction,0.5625,,1.06941,-0.70278,104.8818,0.6825,0.0054,0.785,0.684,1.6503,0.3939,0.356,14.121443748474121,13.748892784118652,5.562657833099365,4.495532035827637,0.3939156599126091,3.101771354675293,62.19637680053711,0.5832172,0.5652395,0.5562733,37.58283233642578,4.6578765,2.3113132,2.2583513,64,1,4,0
Llama-3.2-1B,9,17,local,0.5625,,0.22383,-0.04704,113.2589,0.7927,0.0046,0.8261,0.7927,1.259,0.6735,0.356,8.259420394897461,13.748892784118652,5.562657833099365,10.012761116027832,0.6734925172879217,7.181260108947754,59.514095306396484,1.5966064,1.5003351,1.4443544,30.244997024536133,4.805615,1.8833237,1.629358,64,1,4,1
Llama-3.2-1B,9,18,local,0.5625,,1.15258,-0.41568,64.7985,0.3553,0.0386,0.4904,0.3681,2.7285,0.4024,0.356,13.822482109069824,13.748892784118652,5.562657833099365,4.076863765716553,0.402435524184831,2.764040231704712,61.13749313354492,0.7165378,0.62177825,0.5622704,38.14915084838867,5.461338,1.9207361,1.7202015,64,1,4,2
Llama-3.2-1B,9,19,local,0.5625,,1.2177,-0.26481,83.9059,0.4717,0.019,0.6573,0.4753,2.0177,0.5535,0.356,10.049489974975586,13.748892784118652,5.562657833099365,6.117554664611816,0.5535263826274254,4.157334327697754,61.109832763671875,0.9561951,0.7807485,0.7642425,36.77592849731445,5.513656,1.4880738,1.4167416,64,1,4,3
Llama-3.2-1B,9,20,local,0.5625,,1.9769,-0.46543,83.5748,0.5702,0.05,0.6172,0.5811,1.8477,0.6503,0.356,8.971122741699219,14.112196922302246,5.833781719207764,5.487010955810547,0.6502844612849582,4.001699447631836,63.30374526977539,0.62808067,0.6169826,0.6129958,33.3154411315918,5.8092914,1.2475457,1.1576934,64,1,4,0
Llama-3.2-1B,9,21,induction,0.5625,,1.74689,-0.77221,86.7676,0.5197,0.0169,0.6934,0.5225,2.1411,0.4286,0.356,13.61143684387207,14.112196922302246,5.833781719207764,4.885167598724365,0.4285941143556589,3.590008020401001,62.793861389160156,0.58851206,0.58176005,0.57078326,37.29402542114258,4.4530454,2.1802995,2.1289747,64,1,4,1
Llama-3.2-1B,9,22,induction,0.5625,,1.84316,-0.69726,81.9064,0.5217,0.0329,0.606,0.5217,2.1567,0.7688,0.356,7.588318824768066,14.112196922302246,5.833781719207764,8.22702693939209,0.7687844770261484,6.028785705566406,63.12038803100586,0.9530246,0.94290024,0.92650074,43.108421325683594,4.6692567,1.8691844,1.3285484,64,1,4,2
Llama-3.2-1B,9,23,induction,0.5625,,1.82396,-0.59092,85.1326,0.5007,0.0608,0.6164,0.5025,2.3105,0.5302,0.356,11.003458976745605,14.112196922302246,5.833781719207764,4.865021228790283,0.5301770771842,3.5968539714813232,62.093074798583984,0.6341136,0.6134148,0.60741335,36.23606872558594,5.116702,2.0669162,1.3527377,64,1,4,3
Llama-3.2-1B,9,24,local,0.5625,,1.51942,-0.43205,85.5218,0.3741,0.0124,0.7409,0.3787,3.0461,0.4466,0.356,12.235690116882324,14.035167694091797,5.4641242027282715,5.205266952514648,0.4465726207946899,3.7537753582000732,57.27220153808594,0.8266508,0.8126893,0.7956083,35.989341735839844,4.132806,1.8279562,1.5967716,64,1,4,0
Llama-3.2-1B,9,25,local,0.5625,,2.12442,-0.33659,69.4337,0.4178,0.074,0.5361,0.4187,2.7724,0.6439,0.356,8.486616134643555,14.035167694091797,5.4641242027282715,5.480867862701416,0.6438519329774217,4.110262393951416,54.97763442993164,0.9473234,0.9336046,0.8647326,31.408458709716797,5.689351,1.6095824,1.0178123,64,1,4,1
Llama-3.2-1B,9,26,local,0.5625,,2.07977,-0.42813,46.3355,0.2822,0.2154,0.3234,0.2878,2.8071,0.6453,0.356,8.467844009399414,14.035167694091797,5.4641242027282715,4.466939926147461,0.6452792702206582,2.974391222000122,56.23884963989258,0.7035483,0.666532,0.6571639,29.531322479248047,6.2886963,1.6977121,1.295043,64,1,4,2
Llama-3.2-1B,9,27,induction,0.5625,,2.03507,-0.87569,78.1991,0.39,0.0334,0.6602,0.39,3.1573,0.7247,0.356,7.539874076843262,14.035167694091797,5.4641242027282715,7.514745712280273,0.7246970104592549,5.617478847503662,54.690364837646484,1.3203765,1.2994564,1.2629122,32.89757537841797,4.1092033,1.1834415,0.859657,64,1,4,3
Llama-3.2-1B,9,28,local,0.5625,,1.41203,-0.1538,71.2031,0.5369,0.3205,0.4916,0.5513,1.2596,0.7074,0.356,6.410315036773682,12.642386436462402,4.534940719604492,4.646561622619629,0.7074442821590599,2.6752731800079346,52.970638275146484,0.7236,0.6972326,0.68873155,17.88035774230957,8.681272,0.9121904,0.8962024,64,1,4,0
Llama-3.2-1B,9,29,local,0.5625,0.37828774750232697,1.72932,-0.38486,100.6628,0.7066,0.0382,0.7145,0.7086,1.3577,0.4362,0.356,10.396645545959473,12.642386436462402,4.534940719604492,5.2276740074157715,0.4361926834532225,2.9308037757873535,62.29230499267578,0.5125001,0.50603956,0.50247014,32.92143249511719,6.0099416,1.3136759,1.1315998,64,1,4,1
Llama-3.2-1B,9,30,local,0.5625,,1.32581,-0.17323,114.6536,0.883,0.0252,0.7999,0.8902,0.5417,0.4653,0.356,9.746843338012695,12.642386436462402,4.534940719604492,5.612485885620117,0.4652727618918173,3.1506545543670654,62.921958923339844,0.5149654,0.5044665,0.5026005,32.32303237915039,6.15566,1.6406428,1.3023055,64,1,4,2
Llama-3.2-1B,9,31,local,0.5625,,1.51544,-0.25338,102.9528,0.7244,0.0242,0.7412,0.7257,1.433,0.3975,0.356,11.410058975219727,12.642386436462402,4.534940719604492,5.391942977905273,0.3974511200558246,3.0340235233306885,62.488685607910156,0.5396313,0.5332138,0.51478726,33.60651397705078,5.8717055,1.350583,1.2552552,64,1,4,3
Llama-3.2-1B,10,0,local,0.625,,1.49862,-0.3626,101.4653,0.7234,0.0294,0.7332,0.7234,1.4696,0.683,0.2849,6.634750843048096,12.078344345092773,4.531315803527832,5.1439080238342285,0.6829669886209925,2.899160861968994,63.44320297241211,0.45557806,0.45296863,0.43774405,40.44858169555664,3.9808223,1.3379241,0.96462417,64,1,4,0
Llama-3.2-1B,10,1,induction,0.625,,1.08635,-0.79521,122.9751,0.9298,0.002,0.8713,0.9298,0.4573,0.3402,0.2849,13.320584297180176,12.078344345092773,4.531315803527832,4.388754844665527,0.3401739520155075,2.4963412284851074,62.637962341308594,0.431235,0.42350802,0.40716013,34.567359924316406,4.00992,2.2658517,1.7631705,64,1,4,1
Llama-3.2-1B,10,2,local,0.625,0.009864885825663807,0.50156,-0.02735,128.1027,0.9749,0.0009,0.8798,0.9749,0.1993,0.4036,0.2849,11.227190971374512,12.078344345092773,4.531315803527832,7.239150047302246,0.4036019174413912,4.0857834815979,62.50587844848633,0.7132305,0.7054089,0.69317615,33.864315032958984,4.7019153,1.1536249,0.88786596,64,1,4,2
Llama-3.2-1B,10,3,local,0.625,,0.92312,-0.06181,114.0033,0.8763,0.0063,0.7779,0.8763,0.4339,0.5858,0.2849,7.735239028930664,12.078344345092773,4.531315803527832,6.273028373718262,0.5858016522281491,3.5397188663482666,63.34257507324219,0.56528515,0.5569068,0.53607005,33.80825424194336,5.0001373,1.9583081,1.2590139,64,1,4,3
Llama-3.2-1B,10,4,local,0.625,,1.68202,-0.26836,80.4789,0.5526,0.0749,0.5738,0.5526,1.9778,0.7542,0.2849,6.8490166664123535,11.646599769592285,5.165205478668213,5.60051965713501,0.7541528558395365,3.5971243381500244,61.85783767700195,0.71538424,0.70087886,0.68469626,29.010784149169922,5.92106,1.4817088,0.91664135,64,1,4,0
Llama-3.2-1B,10,5,local,0.625,,0.83697,-0.18005,79.9804,0.56,0.1311,0.5466,0.5621,1.9083,0.5797,0.2849,8.909455299377441,11.646599769592285,5.165205478668213,5.761748313903809,0.5797442498003843,3.718923330307007,61.39668655395508,0.76272583,0.71787757,0.7138888,30.72309684753418,6.382844,1.3484272,1.2644219,64,1,4,1
Llama-3.2-1B,10,6,local,0.625,,0.40359,-0.00497,111.8522,0.7609,0.0048,0.8231,0.7609,1.358,0.5086,0.2849,10.155217170715332,11.646599769592285,5.165205478668213,5.175195217132568,0.5086258020717314,3.4690465927124023,55.16616439819336,1.2845027,1.031987,0.930366,24.803424835205078,5.441399,2.775734,2.6112387,64,1,4,2
Llama-3.2-1B,10,7,local,0.625,,1.32286,-0.17708,102.4015,0.7591,0.0323,0.74,0.7607,1.1356,0.5789,0.2849,8.923128128051758,11.646599769592285,5.165205478668213,5.223614692687988,0.5788559129202356,3.3745083808898926,60.579044342041016,0.71082383,0.6874852,0.67220277,29.43195343017578,6.492653,1.5745707,1.193241,64,1,4,3
Llama-3.2-1B,10,8,local,0.625,,1.80553,-0.42006,91.5441,0.6874,0.0501,0.6508,0.6927,1.2354,0.5626,0.2849,8.214617729187012,14.91364574432373,4.621622085571289,5.371964931488037,0.5626095136660877,3.1005842685699463,62.615089416503906,0.49349222,0.49295166,0.48653027,29.889293670654297,5.7056127,1.8390691,1.4537137,64,1,4,0
Llama-3.2-1B,10,9,induction,0.625,,2.17872,-0.95695,68.6506,0.3068,0.0249,0.576,0.3309,2.6431,0.3977,0.2849,11.622096061706543,14.91364574432373,4.621622085571289,3.965247392654419,0.39765822456059363,2.2761430740356445,62.923583984375,0.36982903,0.367194,0.36304352,37.87738800048828,3.8135526,3.0073214,2.8309968,64,1,4,1
Llama-3.2-1B,10,10,induction,0.625,,1.90323,-0.64364,80.2387,0.4095,0.0328,0.6216,0.4239,2.417,0.4541,0.2849,10.17762279510498,14.91364574432373,4.621622085571289,4.17241907119751,0.45409642100251996,2.440491199493408,61.98539733886719,0.43747258,0.42506677,0.4139003,39.65501022338867,3.99881,1.8480766,1.6996832,64,1,4,2
Llama-3.2-1B,10,11,induction,0.625,,2.22603,-0.76224,78.3421,0.4801,0.0353,0.6007,0.4805,2.2907,0.6883,0.2849,6.714616298675537,14.91364574432373,4.621622085571289,7.267420768737793,0.6882928048296995,4.235085964202881,62.479000091552734,0.68953806,0.68612003,0.68018717,42.85102462768555,3.6256788,1.7202082,1.5868592,64,1,4,3
Llama-3.2-1B,10,12,induction,0.625,,2.25325,-0.69262,64.2628,0.3358,0.0781,0.4993,0.3392,3.0378,0.5435,0.2849,7.8872456550598145,10.589553833007812,4.286952018737793,4.274233818054199,0.5435296688124694,2.1927058696746826,62.42974090576172,0.41007197,0.3827384,0.3744309,35.13157653808594,3.573809,1.226744,0.7233286,64,1,4,0
Llama-3.2-1B,10,13,induction,0.625,,1.61184,-0.92978,85.661,0.4281,0.0305,0.6868,0.4349,2.696,0.4213,0.2849,10.1753511428833,10.589553833007812,4.286952018737793,4.751412868499756,0.42130752625040274,2.539854049682617,60.07377624511719,0.53148264,0.5255929,0.49784103,38.89449691772461,3.1793835,1.0534705,0.9954665,64,1,4,1
Llama-3.2-1B,10,14,induction,0.625,,1.24871,-0.68631,94.8611,0.5192,0.0138,0.7485,0.5196,2.5356,0.5868,0.2849,7.305780410766602,10.589553833007812,4.286952018737793,6.413106918334961,0.5867890598545067,3.406425714492798,60.57887268066406,0.9767797,0.7266432,0.6981343,36.477081298828125,2.6743436,0.98248124,0.9054828,64,1,4,2
Llama-3.2-1B,10,15,induction,0.625,,2.13546,-0.90256,82.5335,0.4101,0.0359,0.6527,0.4129,2.8016,0.5958,0.2849,7.195672988891602,10.589553833007812,4.286952018737793,4.955240726470947,0.5957680435666304,2.591132402420044,62.400455474853516,0.53668284,0.46564996,0.45931926,39.29859161376953,3.018222,1.037307,0.9127637,64,1,4,3
Llama-3.2-1B,10,16,local,0.625,,1.75448,-0.39485,82.8949,0.6536,0.0683,0.5962,0.6628,1.1105,0.556,0.2849,8.223485946655273,10.8677339553833,4.572442531585693,4.724699020385742,0.5560224169222153,2.6810059547424316,62.23467254638672,0.5644179,0.49057502,0.47179785,27.744089126586914,7.4104114,1.3623445,1.0695031,64,1,4,0
Llama-3.2-1B,10,17,local,0.625,,1.2836,-0.12718,74.8837,0.5704,0.0231,0.5358,0.5726,1.2302,0.6694,0.2849,6.830223560333252,10.8677339553833,4.572442531585693,6.202332019805908,0.6694425872294479,3.7004082202911377,60.41289138793945,1.8001643,0.5688412,0.5530165,35.95354461669922,7.084129,1.3919159,0.97326386,64,1,4,1
Llama-3.2-1B,10,18,local,0.625,,1.50202,-0.3248,86.9663,0.5983,0.0244,0.651,0.5985,1.8071,0.4021,0.2849,11.371942520141602,10.8677339553833,4.572442531585693,4.39067268371582,0.40208104494783853,2.4924981594085693,60.879600524902344,0.57228386,0.53741753,0.47090125,34.94001388549805,6.717249,1.8977398,1.4971358,64,1,4,2
